source_table,record_key,rule_id,rule_name,failure_reason,severity
cards,CARD-0233,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0023,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0225,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0106,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0217,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0135,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0162,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0044,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0269,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0189,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0082,DQ-CARD-EXPIRED-ACTIVE,active card must not have a past expiry,expired-but-active,quarantine
cards,CARD-0007,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0081,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0069,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0082,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0022,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0020,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0077,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0019,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0063,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0005,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0081,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
cards,CARD-0121,DQ-CARD-DUP,card_id must be unique,duplicate card,quarantine
merchants,MCH-0031,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0036,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0047,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0101,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0001,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0167,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0141,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0027,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0050,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0009,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0185,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0150,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0099,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0128,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0114,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0123,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0103,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0065,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0171,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0182,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0138,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0195,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0166,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
merchants,MCH-0037,DQ-MERCH-RISK-CASING,"risk_rating must be in {low,medium,high}",inconsistent casing,quarantine
transactions,TXN-000002,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000004,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000008,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000017,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000018,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000025,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000034,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000015,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000012,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000042,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000007,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000046,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000009,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000047,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000047,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000050,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000052,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000052,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000053,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000054,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000058,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000059,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000061,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000062,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000062,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000016,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000065,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000066,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000067,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000001,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000068,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000024,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000072,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000076,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000080,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000081,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000082,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000086,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000088,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000089,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000093,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000094,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000097,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000102,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000104,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000106,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000108,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000115,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000118,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000121,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000122,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000128,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000129,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000129,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000130,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000096,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000138,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000140,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000140,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000141,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000141,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000141,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000149,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000150,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000152,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000156,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000057,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000157,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000159,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000161,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000162,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000049,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000165,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000176,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000179,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000181,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000190,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000198,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000201,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000209,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000212,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000218,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000219,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000221,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000208,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000224,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000227,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000229,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000230,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000235,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000236,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000237,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000238,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000183,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000256,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000257,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000270,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000272,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000273,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000274,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000274,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000276,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000279,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000280,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000286,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000288,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000290,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000291,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000292,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000297,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000301,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000306,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000307,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000308,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000315,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000323,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000105,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000327,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000328,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000328,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000329,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000303,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000333,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000154,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000143,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000342,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000347,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000351,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000355,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000334,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000126,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000358,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000225,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000361,DQ-TXN-TS-FUTURE,txn_ts must not be in the future,future timestamp,quarantine
transactions,TXN-000249,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000137,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000371,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000372,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000375,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000376,DQ-TXN-CARD-ACTIVE,transaction must use an active card,uses closed card,quarantine
transactions,TXN-000109,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000378,DQ-TXN-MERCH-REQ,merchant_id is required,missing merchant_id,quarantine
transactions,TXN-000382,DQ-TXN-AMT-POS,amount must be > 0,negative amount,quarantine
transactions,TXN-000385,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
transactions,TXN-000252,DQ-TXN-ID-DUP,transaction_id must be unique,duplicate transaction_id,quarantine
transactions,TXN-000388,DQ-TXN-ACCT-FK,account_id must exist in accounts,orphan account+card,quarantine
